Common Name,Threatened status,Kingdom,Class,ACT,NSW,NT,QLD,SA,TAS,VIC,WA
"Giant Burrowing Frog, Eastern Owl Frog",Endangered,Animalia,Amphibia,-,Yes,-,-,-,-,-,-
"Southern Owl Frog, Southern Giant Burrowing Frog",Endangered,Animalia,Amphibia,-,Yes,-,-,-,-,Yes,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,-,Yes,-,-,-,-,-
Red Snakebush,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Sargents Snakebush, Colourful Snakebush",Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Grey Snake,Endangered,Animalia,Reptilia,-,Yes,-,Yes,-,-,-,-
Lemuroid Ringtail Possum,Endangered,Animalia,Mammalia,-,-,-,Yes,-,-,-,-
Branched Hemigenia,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"New Zealand Pigeon (Norfolk Island race), Norfolk Island New Zealand Pigeon",Extinct,Animalia,Aves,-,-,-,-,-,-,-,-
Chapman's Hensmania,Vulnerable,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
"Douglas' Broad-headed Bee, Rottnest Bee",Critically Endangered,Animalia,Insecta,-,-,-,-,-,-,-,Yes
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Bandalup Buttercup,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Basalt Guinea-flower,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,Yes,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Ooldea Guinea-flower,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,Yes
Dergholm Guinea-flower,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
Euroa Guinea-flower,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Bundanoon Guinea-flower,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Julian's Hibbertia,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Yundi Guinea-flower,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
Wheeler's Buttercup,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
a shrub,Vulnerable,Plantae,Magnoliopsida,-,-,Yes,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,Yes,-,-,-,-,-
Phillip Island Hibiscus,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
"Monkey Nut, Bopple Nut, Red Bopple, Red Bopple Nut, Red Nut, Beef Nut, Red Apple Nut, Red Boppel Nut, Ivory Silky Oak",Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
"White's Seahorse, Crowned Seahorse, Sydney Seahorse",Endangered,Animalia,Actinopterygii,-,Yes,-,Yes,-,-,-,-
Arnhem Leaf-nosed Bat,Endangered,Animalia,Mammalia,-,-,Yes,-,-,-,-,-
"Semon's Leaf-nosed Bat, Greater Wart-nosed Horseshoe-bat",Vulnerable,Animalia,Mammalia,-,-,-,Yes,-,-,-,-
White-throated Needletail,Vulnerable,Animalia,Aves,Yes,Yes,-,Yes,Yes,Yes,Yes,-
Belson's Panic,Vulnerable,Plantae,Liliopsida,-,Yes,-,Yes,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Bolivia Homoranthus,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
a shrub,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Broad-headed Snake,Endangered,Animalia,Reptilia,-,Yes,-,-,-,-,-,-
Bornemissza's Stag Beetle,Critically Endangered,Animalia,Insecta,-,-,-,-,-,Yes,-,-
Simson's Stag Beetle,Vulnerable,Animalia,Insecta,-,-,-,-,-,Yes,-,-
Vanderschoor's Stag Beetle,Vulnerable,Animalia,Insecta,-,-,-,-,-,Yes,-,-
a vine,Vulnerable,Plantae,Magnoliopsida,-,-,Yes,-,-,-,-,-
Water Tassel-fern,Extinct,Plantae,Lycopodopiatae,-,-,-,Yes,-,-,-,-
Ninghan Violet,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
a palm,Vulnerable,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
Shy Heathwren (Kangaroo Island),Vulnerable,Animalia,Aves,-,-,-,-,Yes,-,-,-
-,Extinct,Plantae,Polypodiatae,-,-,-,Yes,-,-,-,-
a filmy fern,Extinct,Plantae,Polypodiatae,-,-,-,Yes,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Long-leaved Myrtle,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
chittering Myrtle,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Bulloak Jewel Butterfly,Critically Endangered,Animalia,Insecta,-,-,-,Yes,-,-,-,-
"Downy Ground-fern, Brake Fern, Ground Fern",Vulnerable,Plantae,Polypodiatae,-,-,-,-,-,-,-,-
Scrambling Ground-fern,Endangered,Plantae,Polypodiatae,-,-,-,-,-,Yes,-,-
Lake Pedder Earthworm,Extinct,Animalia,Oligochaeta,-,-,-,-,-,Yes,-,-
"Buff-banded Rail (Cocos (Keeling) Islands), Ayam Hutan",Endangered,Animalia,Aves,-,-,-,-,-,-,-,-
"Macquarie Island Buff-banded Rail, Buff-banded Rail (Macquarie Island)",Extinct,Animalia,Aves,-,-,-,-,-,Yes,-,-
Lord Howe Woodhen,Endangered,Animalia,Aves,-,Yes,-,-,-,-,-,-
Bald Carp Gudgeon,Critically Endangered,Animalia,Actinopterygii,-,Yes,-,-,-,-,-,-
Glenelg Freshwater Mussel,Critically Endangered,Animalia,Bivalvia,-,-,-,-,-,-,Yes,-
"Shield-backed Trapdoor Spider, Black Rugose Trapdoor Spider",Vulnerable,Animalia,Arachnida,-,-,-,-,-,-,-,Yes
Mistletoe,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
"Delicate Cress, Illawarra Irene",Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Isoglossa,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Golden Bandicoot (mainland),Vulnerable,Animalia,Mammalia,-,Yes,Yes,Yes,Yes,-,Yes,Yes
Golden Bandicoot (Barrow Island),Vulnerable,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
Southern Brown Bandicoot (Nuyts Archipelago),Vulnerable,Animalia,Mammalia,-,-,-,-,Yes,-,-,-
"Southern Brown Bandicoot (eastern), Southern Brown Bandicoot (south-eastern)",Endangered,Animalia,Mammalia,Yes,Yes,-,-,Yes,-,Yes,-
Fletcher's Drumsticks,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Robust Coneflower,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Albany Cone Bush, Hook-leaf Isopogon",Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Sand Ixodia, Ixodia",Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,Yes,-
Pungent Jacksonia,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Quairading Jacksonia, Quairading Stinkwood",Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Collie Jacksonia,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
a shrub,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Woodland Babingtonia,Endangered,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
Kelleria,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
Northcliffe Kennedia,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Augusta Kennedia,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Key's Matchstick Grasshopper,Endangered,Animalia,Insecta,Yes,Yes,-,-,-,-,Yes,-
Cape Range Remipede,Vulnerable,Animalia,Remipedia,-,-,-,-,-,-,-,Yes
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Adamson's Blown-grass, Adamson's Blowngrass",Endangered,Plantae,Liliopsida,-,-,-,-,-,-,Yes,-
"Spalding Blown Grass, Spalding Blowngrass",Endangered,Plantae,Liliopsida,-,-,-,-,Yes,-,-,-
"Kuluwarri, Central Hare-wallaby",Extinct,Animalia,Mammalia,-,-,Yes,-,-,-,-,Yes
Spectacled Hare-wallaby (Barrow Island),Vulnerable,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
Rufous Hare-wallaby (Bernier Island),Vulnerable,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
"Mala, Rufous Hare-Wallaby (Central Australia)",Endangered,Animalia,Mammalia,-,-,Yes,Yes,Yes,-,-,Yes
Rufous Hare-wallaby (Dorre Island),Vulnerable,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
"Rufous Hare-wallaby (south-western), Woorap",Extinct,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
Eastern Hare-wallaby,Extinct,Animalia,Mammalia,-,Yes,-,Yes,Yes,-,Yes,-
Banded Hare-wallaby (mainland),Extinct,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
"Banded Hare-wallaby, Merrnine, Marnine, Munning",Vulnerable,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
Norfolk Island Long-tailed Triller,Extinct,Animalia,Aves,-,-,-,-,-,-,-,-
Prickly Honeysuckle,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Western Prickly Honeysuckle,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Fairall's Honeysuckle,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Roundleaf Honeysuckle,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Long Sunskink,Critically Endangered,Animalia,Reptilia,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Wing-fruited Lasiopetalum,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Round-leaf Lasiopetalum,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Proston Lasiopetalum,Critically Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
"Northern Hairy-nosed Wombat, Yaminon",Critically Endangered,Animalia,Mammalia,-,Yes,-,Yes,-,-,-,-
"Shield-fern, Shieldfern",Endangered,Plantae,Polypodiatae,-,-,-,-,-,-,-,-
a fern,Vulnerable,Plantae,Polypodiatae,-,-,-,Yes,-,-,-,-
Swift Parrot,Critically Endangered,Animalia,Aves,Yes,Yes,-,Yes,Yes,Yes,Yes,-
-,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Kalbarri Leschenaultia,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Scarlet Leschenaultia,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Critically Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Wrinkled Buttons,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Kangaroo Island Phebalium,Endangered,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Rylstone Bell,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
a short-tongued bee,Critically Endangered,Animalia,Insecta,-,-,-,-,-,-,-,Yes
Malleefowl,Vulnerable,Animalia,Aves,-,Yes,Yes,-,Yes,-,Yes,Yes
-,Extinct,Plantae,Polypodiatae,-,-,-,Yes,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
Spiny Peppercress,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,Yes,Yes
Drummond's Lepidium,Extinct,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Ginninderra Peppercress,Critically Endangered,Plantae,Magnoliopsida,Yes,-,-,-,-,-,-,-
"Basalt Pepper-cress, Peppercress, Rubble Pepper-cress, Pepperweed",Endangered,Plantae,Magnoliopsida,Yes,Yes,-,-,-,Yes,Yes,-
Winged Pepper-cress,Endangered,Plantae,Magnoliopsida,-,Yes,-,Yes,Yes,-,Yes,-
Wandering Pepper-cress,Endangered,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
Erect Pepper-cress,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,Yes,-
"Olive Ridley Turtle, Pacific Ridley Turtle",Endangered,Animalia,Reptilia,-,Yes,Yes,Yes,-,-,-,Yes
"Christmas Island Gecko, Lister's Gecko",Critically Endangered,Animalia,Reptilia,-,-,-,-,-,-,-,-
"Little Mountain Palm, Moorei Palm",Critically Endangered,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
Beaked Lepidosperma,Endangered,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
"Lesser Stick-nest Rat,Tjooyalpi, White-tailed Stick-nest Rat",Extinct,Animalia,Mammalia,-,Yes,Yes,-,Yes,-,Yes,Yes
"Wopilkara, Greater Stick-nest Rat",Vulnerable,Animalia,Mammalia,-,Yes,-,-,Yes,-,-,Yes
Diels' Currant Bush,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Deane's Tea-tree,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Stringybark Tea-tree,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Monga Tea-tree,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
"Allan's Lerista, Retro Slider",Endangered,Animalia,Reptilia,-,-,-,Yes,-,-,-,-
Nubbined Fine-lined Slider,Endangered,Animalia,Reptilia,-,-,-,Yes,-,-,-,-
Nevin's Slider,Endangered,Animalia,Reptilia,-,-,-,-,-,-,-,Yes
Rochford Slider,Endangered,Animalia,Reptilia,-,-,-,Yes,-,-,-,-
"Mount Cooper Striped Skink, Mount Cooper Striped Lerista",Vulnerable,Animalia,Reptilia,-,-,-,Yes,-,-,-,-
"Imperial Shag (Heard Island), Heard Shag",Vulnerable,Animalia,Aves,-,-,-,-,-,-,-,-
Imperial Shag (Macquarie Island),Vulnerable,Animalia,Aves,-,-,-,-,-,Yes,-,-
"Hoary Sunray, Grassland Paper-daisy",Endangered,Plantae,Magnoliopsida,Yes,Yes,-,Yes,-,Yes,Yes,-
Blind Velvet Worm,Endangered,Animalia,Onychophora (no class),-,-,-,-,-,Yes,-,-
Torrington Beard-heath,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Small-flowered Leucopogon,Extinct,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Woronora Beard-heath,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Stirling Range Beard Heath,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Thick-margined Leucopogon,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Hidden Beard-heath,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Ironstone Beard-heath,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Western Australian Lewin's Rail, Lewin's Rail (western)",Extinct,Animalia,Aves,-,-,-,-,-,-,-,Yes
Pilbara Olive Python,Vulnerable,Animalia,Reptilia,-,-,-,-,-,-,-,Yes
"Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)",Critically Endangered,Animalia,Aves,-,-,-,-,-,-,Yes,-
Asian Dowitcher,Vulnerable,Animalia,Aves,-,Yes,Yes,Yes,-,-,-,Yes
Baudin's Sea-lavender,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,Yes,-,-
"Nunivak Bar-tailed Godwit, Western Alaskan Bar-tailed Godwit",Endangered,Animalia,Aves,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Northern Siberian Bar-tailed Godwit, Russkoye Bar-tailed Godwit",Endangered,Animalia,Aves,-,-,Yes,Yes,-,-,-,Yes
Black-tailed Godwit,Endangered,Animalia,Aves,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Granite Mudwort,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
-,Vulnerable,Plantae,Polypodiatae,-,-,-,Yes,-,-,-,-
Guthega Skink,Endangered,Animalia,Reptilia,-,Yes,-,-,-,-,Yes,-
"Great Desert Skink, Tjakura, Warrarna, Mulyamiji, Tjalapa, Nampu",Vulnerable,Animalia,Reptilia,-,-,Yes,-,Yes,-,-,Yes
Mountain Skink,Endangered,Animalia,Reptilia,Yes,Yes,-,-,-,-,Yes,-
"Jurien Bay Skink, Jurien Bay Rock-skink",Vulnerable,Animalia,Reptilia,-,-,-,-,-,-,-,Yes
"Slater's Skink, Floodplain Skink",Endangered,Animalia,Reptilia,-,-,Yes,-,-,-,-,-
"Swamp Skink, Eastern Mourning Skink",Endangered,Animalia,Reptilia,-,Yes,-,-,Yes,-,Yes,-
"Broad-toothed Stag Beetle, Wielangta Stag Beetle",Endangered,Animalia,Insecta,-,-,-,-,-,Yes,-,-
Green and Golden Bell Frog,Vulnerable,Animalia,Amphibia,Yes,Yes,-,-,-,-,Yes,-
Booroolong Frog,Endangered,Animalia,Amphibia,Yes,Yes,-,-,-,-,Yes,-
"Yellow-spotted Tree Frog, Yellow-spotted Bell Frog",Critically Endangered,Animalia,Amphibia,Yes,Yes,-,-,-,-,-,-
Davies' Tree Frog,Vulnerable,Animalia,Amphibia,-,Yes,-,-,-,-,-,-
"Australian Lace-lid, Lace-eyed Tree Frog, Day's Big-eyed Treefrog",Vulnerable,Animalia,Amphibia,-,-,-,Yes,-,-,-,-
Kroombit Treefrog,Critically Endangered,Animalia,Amphibia,-,-,-,Yes,-,-,-,-
"Northern Heath Frog, Littlejohn's Tree Frog",Endangered,Animalia,Amphibia,-,Yes,-,-,-,-,-,-
Armoured Mist Frog,Critically Endangered,Animalia,Amphibia,-,-,-,Yes,-,-,-,-
Kuranda Tree Frog,Critically Endangered,Animalia,Amphibia,-,-,-,Yes,-,-,-,-
"Mountain Mist Frog, Nyakala Frog",Critically Endangered,Animalia,Amphibia,-,-,-,Yes,-,-,-,-
Wallum Sedge Frog,Vulnerable,Animalia,Amphibia,-,Yes,-,Yes,-,-,-,-
Peppered Tree Frog,Vulnerable,Animalia,Amphibia,-,Yes,-,-,-,-,-,-
"Southern Bell Frog, Growling Grass Frog, Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",Vulnerable,Animalia,Amphibia,Yes,Yes,-,-,Yes,Yes,Yes,-
Spotted Tree Frog,Critically Endangered,Animalia,Amphibia,-,Yes,-,-,-,-,Yes,-
"New England Tree Frog, Glandular Frog",Vulnerable,Animalia,Amphibia,-,Yes,-,Yes,-,-,-,-
"Alpine Tree Frog, Verreaux's Alpine Tree Frog",Vulnerable,Animalia,Amphibia,Yes,Yes,-,-,-,-,Yes,-
"Southern Heath Frog, Watson's Tree Frog",Endangered,Animalia,Amphibia,-,Yes,-,-,-,-,Yes,-
Waxy Cabbage Palm,Vulnerable,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
"Central Australian Cabbage Palm, Red Cabbage Palm",Endangered,Plantae,Liliopsida,-,-,Yes,-,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Kangaroo Island Logania,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
King's Lomatia,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,Yes,-,-
"Major Mitchell's Cockatoo (eastern), Eastern Major Mitchell's Cockatoo, Pink Cockatoo (eastern)",Endangered,Animalia,Aves,-,Yes,-,Yes,Yes,-,Yes,-
Tall Yellow-top,Endangered,Plantae,Magnoliopsida,-,-,-,-,Yes,-,Yes,-
"Yellow-snouted Gecko, Yellow-snouted Ground Gecko",Endangered,Animalia,Reptilia,-,-,Yes,-,-,-,-,-
a green alga,Endangered,Plantae,Streptophyta (no class),-,-,-,Yes,-,-,-,-
-,Extinct,Plantae,Lycopodopiatae,-,-,-,Yes,-,-,-,-
Woolly Lysiosepalum,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Macadamia Nut, Queensland Nut Tree, Smooth-shelled Macadamia, Bush Nut, Nut Oak",Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
"Bulberin Nut, Bulburin Nut Tree",Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
"Small-fruited Queensland Nut, Gympie Nut",Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
"Rough-shelled Bush Nut, Macadamia Nut, Rough-shelled Macadamia, Rough-leaved Queensland Nut",Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
Keighery's Macarthuria,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Clarence River Cod, Eastern Freshwater Cod",Endangered,Animalia,Actinopterygii,-,Yes,-,-,-,-,-,-
Trout Cod,Endangered,Animalia,Actinopterygii,Yes,Yes,-,-,Yes,-,Yes,-
Mary River Cod,Endangered,Animalia,Actinopterygii,-,-,-,Yes,-,-,-,-
Murray Cod,Vulnerable,Animalia,Actinopterygii,Yes,Yes,-,Yes,Yes,-,Yes,-
Macquarie Perch,Endangered,Animalia,Actinopterygii,Yes,Yes,-,-,Yes,-,Yes,-
Ghost Bat,Vulnerable,Animalia,Mammalia,-,-,Yes,Yes,Yes,-,-,Yes
"Southern Giant-Petrel, Southern Giant Petrel",Endangered,Animalia,Aves,-,Yes,-,Yes,Yes,Yes,Yes,Yes
Northern Giant Petrel,Vulnerable,Animalia,Aves,-,Yes,-,Yes,Yes,Yes,Yes,Yes
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Greater Bilby,Vulnerable,Animalia,Mammalia,-,Yes,Yes,Yes,Yes,-,-,Yes
"Yallara, Lesser Bilby, Djoonpi",Extinct,Animalia,Mammalia,-,-,Yes,Yes,Yes,-,-,Yes
-,Vulnerable,Plantae,Cycadatae,-,-,-,Yes,-,-,-,-
-,Endangered,Plantae,Cycadatae,-,-,-,Yes,-,-,-,-
-,Endangered,Plantae,Cycadatae,-,Yes,-,-,-,-,-,-
cycad,Endangered,Plantae,Cycadatae,-,-,-,Yes,-,-,-,-
MacDonnell Ranges Cycad,Vulnerable,Plantae,Cycadatae,-,-,Yes,-,-,-,-,-
-,Vulnerable,Plantae,Cycadatae,-,-,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Cycadatae,-,-,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Cycadatae,-,-,-,Yes,-,-,-,-
Pineapple Zamia,Endangered,Plantae,Cycadatae,-,-,-,Yes,-,-,-,-
cycad,Endangered,Plantae,Cycadatae,-,-,-,Yes,-,-,-,-
Chariot Wheels,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,Yes,-
Purple-crowned Fairy-wren (western),Endangered,Animalia,Aves,-,-,Yes,-,-,-,-,Yes
"White-winged Fairy-wren (Barrow Island), Barrow Island Black-and-white Fairy-wren",Vulnerable,Animalia,Aves,-,-,-,-,-,-,-,Yes
"White-winged Fairy-wren (Dirk Hartog Island), Dirk Hartog Black-and-White Fairy-wren",Vulnerable,Animalia,Aves,-,-,-,-,-,-,-,Yes
Black-eared Miner,Endangered,Animalia,Aves,-,Yes,-,-,Yes,-,Yes,-
"King Fern, Para, Potato Fern",Endangered,Plantae,Polypodiatae,-,-,-,-,-,-,-,-
Derwent River Seastar,Critically Endangered,Animalia,Asteroidea,-,-,-,-,-,Yes,-,-
-,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Clear Milkvine,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
